Data e Hora,Velocidade do Vento,Direção do Vento,Temperatura,Umidade Relativa,Precipitação,Pressão Atmosférica,Radiação Solar,PM2.5,Partículas Totais (µg/m3),PM10,Dióxido de Enxofre,Monóxido de Carbono,Ozônio,Monóxido de Nitrogênio,Óxidos de Nitrogênio,Dióxido de Nitrogênio,HCT,Metano,HCNM,Benzeno (ppb),Tolueno (ppb),Etil Benzeno (ppb),Para e Meta Xileno (ppb),Orto Xileno (ppb),Data.1,Hora.1,Média Horária
2011-01-01 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,18:00:00,
2011-01-01 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,19:00:00,
2011-01-01 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,20:00:00,
2011-01-01 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,21:00:00,
2011-01-01 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,22:00:00,
2011-01-01 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,23:00:00,
2011-01-01 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,00:00:00,
2011-01-01 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
